Name,Day and Time,Address,Phone Number,Latitude,Longitude
Community Center at Visitation,Monday: Open 9:00 AM Close 12:00 PM,"2646 Kensington Ave Philadelphia, PA 19125",215-426-9422,39.9897485,-75.1262062
5th District and Friends at John F. Street Community Center,Friday: Open 2:00 PM Close 3:00 PM,"1100 Poplar St. Philadelphia, PA 19123",215-645-2833,39.9688601,-75.155395
Catholic Social Services Southwest Family Service Center,Wednesday: Open 10:00 AM Close 2:00 PM Friday: Open 10:00 AM Close 2:00 PM,"6214 Grays Ave Philadelphia, PA 19142",215-724-8550,39.9256606,-75.2282861
Catholic Social Services Northeast Family Service Center,Monday: Open 9:00 AM Close 12:00 PM Wednesday: Open 9:00 AM Close 12:00 PM Friday: Open 9:00 AM Close 12:00 PM,"7340 Jackson St Philadelphia, PA 19136",215-624-5920,40.0329424,-75.0358287
Dreuding Center,Tuesday: Open 9:00 AM Close 12:00 PM Thursday: Open 3:00 PM Close 5:00 PM,"1321 N. Lawrence St Philadelphia, PA 19122",215-787-3263,39.9716231,-75.1436266
Lutheran Settlement Food Cupboard,Monday: Open 9:00 AM Close 3:00 PM Tuesday: Open 9:00 AM Close 3:00 PM Wednesday: Open 9:00 AM Close 3:00 PM Thursday: Open 9:00 AM Close 3:00 PM Friday: Open 9:00 AM Close 3:00 PM,"1340 Frankford Ave Philadelphia, PA 19125",215-426-8610,39.9714117,-75.1346558
Mission of St. Joan of Arc Food Cupboard,Tuesday: Open 10:00 AM Close 12:00 PM Thursday: Open 10:00 AM Close 12:00 PM,"3550 Frankford Ave Philadelphia, PA 19134",215-535-4641,39.997561,-75.102352
Our Lady of Hope,Monday: Open 2:00 PM Close 4:00 PM,"5200 N. Broad St Philadelphia, PA 19141",215-868-1390,40.0323477,-75.1466866
Rodeph Shalom,Wednesday: Open 8:15 AM Close 10:00 AM,"1339 Green St Philadelphia, PA 19123",215-627-6747,39.9633397,-75.1598971
St. Barbara,Tuesday: Open 11:00 AM Close 12:30 PM,"5359 Lebanon Ave Philadelphia, PA 19131",215-473-1044,39.9876766,-75.2315225
Padre Pio Prayer Center Food Distribution (St. Joachim),Thursday: Open 11:00 AM Close 11:30 AM,"1527 Church St Philadelphia, PA 19124",215-288-3081,40.0117526,-75.0899042
McClure Elementary School,Thursday: Open 2:00 PM Close 3:00 PM,"600 W Hunting Park Ave Philadelphia, PA 19140",215-900-4286,40.0133548,-75.1593914
Bebashi,Monday: Open 10:00 AM Close 4:00 PM Tuesday: Open 10:00 AM Close 4:00 PM Wednesday: Open 10:00 AM Close 4:00 PM Thursday: Open 10:00 AM Close 4:00 PM Friday: Open 10:00 AM Close 4:00 PM,"1235 Spring Garden St Philadelphia, PA 19123",215-769-3561,39.9617191,-75.1583594
Better Tomorrows - West Poplar Apartments,Wednesday: Open 9:00 AM Close 5:00 PM,"637 N. 13th St Philadelphia, PA 19123",,39.964719,-75.158595
Gompers School,Wednesday: Open 11:30 AM Close 12:30 PM Friday: Open 2:00 PM Close 2:00 PM,"5701 Wynnefield Ave Philadelphia, PA 19151",267-593-5590,39.992054,-75.237678
Dobbins Technical High School,Wednesday: Open 11:30 AM Close 1:30 PM,"2150 W Lehigh Ave Philadelphia, PA 19132",215-301-2667,39.9954367,-75.1667967
Gideon School,Wednesday: Open 12:00 PM Close 1:30 PM,"2817 W Glenwood Ave Philadelphia, PA 19121",215-301-5384,39.9845657,-75.1800365
Feed Philly Now,Monday: Open 4:00 PM Close 6:00 PM Tuesday: Open 4:00 PM Close 6:00 PM Wednesday: Open 4:00 PM Close 6:00 PM Thursday: Open 4:00 PM Close 6:00 PM Friday: Open 4:00 PM Close 6:00 PM,"2819 N Mascher St Philadelphia, PA 19133",267-702-0134,39.9930649,-75.1323706
H.E.L.P. INC,Wednesday: Open 10:00 AM Close 2:00 PM,"701 E Westmoreland St, Philadelphia, PA 19134",267-702-0134,39.9990132,-75.1160463
CDA Philadelphia Ministry,Wednesday: Open 2:00 PM Close 5:00 PM Friday: Open 10:00 AM Close 1:00 PM,"301 Saint Vincent St Philadelphia, PA 19111",215-888-0272,40.0606676,-75.0878547
Concilio,Tuesday: Open 11:00 AM Close 2:00 PM,"141 E Hunting Park Ave Philadelphia, PA 19124",215-627-3100,40.0138369,-75.1251433
New Covenant Church Cheltenham,Tuesday: Open 12:00 PM Close 3:00 PM,"4201 Princeton Ave Philadelphia, PA 19135",267-702-0134,40.0332796,-75.0429429
Firm Hope Baptist Church,Thursday: Open 10:00 AM Close 2:00 PM,"2311 E Auburn St Philadelphia, PA 19134",215-634-2486,39.985166,-75.115224
Mercy Neighborhood Ministry,Wednesday: Open 8:00 AM Close 10:00 AM,"1939 W Venango St Philadelphia, PA 19140",267-702-0134,40.0088467,-75.1601482
South Philadelphia High School,Second Tuesday of the Month: Open 2:00 PM Close 3:00 PM Fourth Tuesday of the Month: Open 2:00 PM Close 3:00 PM,"2101 S Broad St Philadelphia, PA 19148",215-847-5154,39.924237,-75.169547
